cpt_code,description,category,contrast
72020,X-ray exam of spine 1 view,X-ray,Unspecified
72040,X-ray exam neck spine 2-3 vw,X-ray,Unspecified
72040,X-ray exam neck spine 2-3 vw,X-ray,Unspecified
72040,X-ray exam neck spine 2-3 vw,X-ray,Unspecified
72050,X-ray exam neck spine 4/5vws,X-ray,Unspecified
72050,X-ray exam neck spine 4/5vws,X-ray,Unspecified
72050,X-ray exam neck spine 4/5vws,X-ray,Unspecified
72052,X-ray exam neck spine 6/>vws,X-ray,Unspecified
72052,X-ray exam neck spine 6/>vws,X-ray,Unspecified
72052,X-ray exam neck spine 6/>vws,X-ray,Unspecified
72070,X-ray exam thorac spine 2vws,X-ray,Unspecified
72070,X-ray exam thorac spine 2vws,X-ray,Unspecified
72070,X-ray exam thorac spine 2vws,X-ray,Unspecified
72072,X-ray exam thorac spine 3vws,X-ray,Unspecified
72072,X-ray exam thorac spine 3vws,X-ray,Unspecified
72072,X-ray exam thorac spine 3vws,X-ray,Unspecified
72074,X-ray exam thorac spine4/>vw,X-ray,Unspecified
72074,X-ray exam thorac spine4/>vw,X-ray,Unspecified
72074,X-ray exam thorac spine4/>vw,X-ray,Unspecified
72080,X-ray exam thoracolmb 2/> vw,X-ray,Unspecified
72080,X-ray exam thoracolmb 2/> vw,X-ray,Unspecified
72080,X-ray exam thoracolmb 2/> vw,X-ray,Unspecified
72081,X-ray exam entire spi 1 vw,X-ray,Unspecified
72081,X-ray exam entire spi 1 vw,X-ray,Unspecified
72081,X-ray exam entire spi 1 vw,X-ray,Unspecified
72082,X-ray exam entire spi 2/3 vw,X-ray,Unspecified
72082,X-ray exam entire spi 2/3 vw,X-ray,Unspecified
72082,X-ray exam entire spi 2/3 vw,X-ray,Unspecified
72083,X-ray exam entire spi 4/5 vw,X-ray,Unspecified
72083,X-ray exam entire spi 4/5 vw,X-ray,Unspecified
72083,X-ray exam entire spi 4/5 vw,X-ray,Unspecified
72084,X-ray exam entire spi 6/> vw,X-ray,Unspecified
72084,X-ray exam entire spi 6/> vw,X-ray,Unspecified
72084,X-ray exam entire spi 6/> vw,X-ray,Unspecified
72100,X-ray exam l-s spine 2/3 vws,X-ray,Unspecified
72100,X-ray exam l-s spine 2/3 vws,X-ray,Unspecified
72100,X-ray exam l-s spine 2/3 vws,X-ray,Unspecified
72110,X-ray exam l-2 spine 4/>vws,X-ray,Unspecified
72110,X-ray exam l-2 spine 4/>vws,X-ray,Unspecified
72110,X-ray exam l-2 spine 4/>vws,X-ray,Unspecified
72114,X-ray exam l-s spine bending,X-ray,Unspecified
72114,X-ray exam l-s spine bending,X-ray,Unspecified
72114,X-ray exam l-s spine bending,X-ray,Unspecified
72120,X-ray bend only l-s spine,X-ray,Unspecified
72120,X-ray bend only l-s spine,X-ray,Unspecified
72120,X-ray bend only l-s spine,X-ray,Unspecified
72125,Ct neck spine w/o dye,CT,Unspecified
72125,Ct neck spine w/o dye,CT,Unspecified
72125,Ct neck spine w/o dye,CT,Unspecified
72126,Ct neck spine w/dye,CT,Unspecified
72126,Ct neck spine w/dye,CT,Unspecified
72126,Ct neck spine w/dye,CT,Unspecified
72127,Ct neck spine w/o & w/dye,CT,Unspecified
72127,Ct neck spine w/o & w/dye,CT,Unspecified
72127,Ct neck spine w/o & w/dye,CT,Unspecified
72128,Ct chest spine w/o dye,CT,Unspecified
72128,Ct chest spine w/o dye,CT,Unspecified
72128,Ct chest spine w/o dye,CT,Unspecified
72129,Ct chest spine w/dye,CT,Unspecified
72129,Ct chest spine w/dye,CT,Unspecified
72129,Ct chest spine w/dye,CT,Unspecified
72130,Ct chest spine w/o & w/dye,CT,Unspecified
72130,Ct chest spine w/o & w/dye,CT,Unspecified
72130,Ct chest spine w/o & w/dye,CT,Unspecified
72131,Ct lumbar spine w/o dye,CT,Unspecified
72131,Ct lumbar spine w/o dye,CT,Unspecified
72131,Ct lumbar spine w/o dye,CT,Unspecified
72132,Ct lumbar spine w/dye,CT,Unspecified
72132,Ct lumbar spine w/dye,CT,Unspecified
72132,Ct lumbar spine w/dye,CT,Unspecified
72133,Ct lumbar spine w/o & w/dye,CT,Unspecified
72133,Ct lumbar spine w/o & w/dye,CT,Unspecified
72133,Ct lumbar spine w/o & w/dye,CT,Unspecified
72141,Mri neck spine w/o dye,MRI,Unspecified
72141,Mri neck spine w/o dye,MRI,Unspecified
72141,Mri neck spine w/o dye,MRI,Unspecified
72142,Mri neck spine w/dye,MRI,Unspecified
72142,Mri neck spine w/dye,MRI,Unspecified
72142,Mri neck spine w/dye,MRI,Unspecified
72146,Mri chest spine w/o dye,MRI,Unspecified
72146,Mri chest spine w/o dye,MRI,Unspecified
72146,Mri chest spine w/o dye,MRI,Unspecified
72147,Mri chest spine w/dye,MRI,Unspecified
72147,Mri chest spine w/dye,MRI,Unspecified
72147,Mri chest spine w/dye,MRI,Unspecified
72148,Mri lumbar spine w/o dye,MRI,Unspecified
72148,Mri lumbar spine w/o dye,MRI,Unspecified
72148,Mri lumbar spine w/o dye,MRI,Unspecified
72149,Mri lumbar spine w/dye,MRI,Unspecified
72149,Mri lumbar spine w/dye,MRI,Unspecified
72149,Mri lumbar spine w/dye,MRI,Unspecified
72156,Mri neck spine w/o & w/dye,MRI,Unspecified
72156,Mri neck spine w/o & w/dye,MRI,Unspecified
72156,Mri neck spine w/o & w/dye,MRI,Unspecified
72157,Mri chest spine w/o & w/dye,MRI,Unspecified
72157,Mri chest spine w/o & w/dye,MRI,Unspecified
72157,Mri chest spine w/o & w/dye,MRI,Unspecified
72158,Mri lumbar spine w/o & w/dye,MRI,Unspecified
72158,Mri lumbar spine w/o & w/dye,MRI,Unspecified
72158,Mri lumbar spine w/o & w/dye,MRI,Unspecified
72159,Mr angio spine w/o&w/dye,Other,Unspecified
72159,Mr angio spine w/o&w/dye,Other,Unspecified
72159,Mr angio spine w/o&w/dye,Other,Unspecified
72170,X-ray exam of pelvis,X-ray,Unspecified
72170,X-ray exam of pelvis,X-ray,Unspecified
72170,X-ray exam of pelvis,X-ray,Unspecified
72190,X-ray exam of pelvis,X-ray,Unspecified
72190,X-ray exam of pelvis,X-ray,Unspecified
72190,X-ray exam of pelvis,X-ray,Unspecified
72191,Ct angiograph pelv w/o&w/dye,CT,Unspecified
72191,Ct angiograph pelv w/o&w/dye,CT,Unspecified
72191,Ct angiograph pelv w/o&w/dye,CT,Unspecified
72192,Ct pelvis w/o dye,CT,Unspecified
72192,Ct pelvis w/o dye,CT,Unspecified
72192,Ct pelvis w/o dye,CT,Unspecified
72193,Ct pelvis w/dye,CT,Unspecified
72193,Ct pelvis w/dye,CT,Unspecified
72193,Ct pelvis w/dye,CT,Unspecified
72194,Ct pelvis w/o & w/dye,CT,Unspecified
72194,Ct pelvis w/o & w/dye,CT,Unspecified
72194,Ct pelvis w/o & w/dye,CT,Unspecified
72195,Mri pelvis w/o dye,MRI,Unspecified
72195,Mri pelvis w/o dye,MRI,Unspecified
72195,Mri pelvis w/o dye,MRI,Unspecified
72196,Mri pelvis w/dye,MRI,Unspecified
72196,Mri pelvis w/dye,MRI,Unspecified
72196,Mri pelvis w/dye,MRI,Unspecified
72197,Mri pelvis w/o & w/dye,MRI,Unspecified
72197,Mri pelvis w/o & w/dye,MRI,Unspecified
72197,Mri pelvis w/o & w/dye,MRI,Unspecified
72198,Mr angio pelvis w/o & w/dye,Other,Unspecified
72198,Mr angio pelvis w/o & w/dye,Other,Unspecified
72198,Mr angio pelvis w/o & w/dye,Other,Unspecified
72200,X-ray exam si joints,X-ray,Unspecified
72200,X-ray exam si joints,X-ray,Unspecified
72200,X-ray exam si joints,X-ray,Unspecified
72202,X-ray exam si joints 3/> vws,X-ray,Unspecified
72202,X-ray exam si joints 3/> vws,X-ray,Unspecified
72202,X-ray exam si joints 3/> vws,X-ray,Unspecified
72220,X-ray exam sacrum tailbone,X-ray,Unspecified
72220,X-ray exam sacrum tailbone,X-ray,Unspecified
72220,X-ray exam sacrum tailbone,X-ray,Unspecified
72240,Myelography neck spine,Other,Unspecified
72240,Myelography neck spine,Other,Unspecified
72240,Myelography neck spine,Other,Unspecified
72255,Myelography thoracic spine,Other,Unspecified
72255,Myelography thoracic spine,Other,Unspecified
72255,Myelography thoracic spine,Other,Unspecified
72265,Myelography l-s spine,Other,Unspecified
72265,Myelography l-s spine,Other,Unspecified
72265,Myelography l-s spine,Other,Unspecified
72270,Myelogphy 2/> spine regions,Other,Unspecified
72270,Myelogphy 2/> spine regions,Other,Unspecified
72270,Myelogphy 2/> spine regions,Other,Unspecified
72285,Discography cerv/thor spine,Other,Unspecified
72285,Discography cerv/thor spine,Other,Unspecified
72285,Discography cerv/thor spine,Other,Unspecified
72295,X-ray of lower spine disk,X-ray,Unspecified
72295,X-ray of lower spine disk,X-ray,Unspecified
72295,X-ray of lower spine disk,X-ray,Unspecified
73000,X-ray exam of collar bone,X-ray,Unspecified
73000,X-ray exam of collar bone,X-ray,Unspecified
73000,X-ray exam of collar bone,X-ray,Unspecified
73010,X-ray exam of shoulder blade,X-ray,Unspecified
73010,X-ray exam of shoulder blade,X-ray,Unspecified
73010,X-ray exam of shoulder blade,X-ray,Unspecified
73020,X-ray exam of shoulder,X-ray,Unspecified
73020,X-ray exam of shoulder,X-ray,Unspecified
73020,X-ray exam of shoulder,X-ray,Unspecified
73030,X-ray exam of shoulder,X-ray,Unspecified
73030,X-ray exam of shoulder,X-ray,Unspecified
73030,X-ray exam of shoulder,X-ray,Unspecified
73040,Contrast x-ray of shoulder,X-ray,Unspecified
73040,Contrast x-ray of shoulder,X-ray,Unspecified
73040,Contrast x-ray of shoulder,X-ray,Unspecified
73050,X-ray exam of shoulders,X-ray,Unspecified
73050,X-ray exam of shoulders,X-ray,Unspecified
73050,X-ray exam of shoulders,X-ray,Unspecified
73060,X-ray exam of humerus,X-ray,Unspecified
73060,X-ray exam of humerus,X-ray,Unspecified
73060,X-ray exam of humerus,X-ray,Unspecified
73070,X-ray exam of elbow,X-ray,Unspecified
73070,X-ray exam of elbow,X-ray,Unspecified
73070,X-ray exam of elbow,X-ray,Unspecified
73080,X-ray exam of elbow,X-ray,Unspecified
73080,X-ray exam of elbow,X-ray,Unspecified
73080,X-ray exam of elbow,X-ray,Unspecified
73085,Contrast x-ray of elbow,X-ray,Unspecified
73085,Contrast x-ray of elbow,X-ray,Unspecified
73085,Contrast x-ray of elbow,X-ray,Unspecified
73090,X-ray exam of forearm,X-ray,Unspecified
73090,X-ray exam of forearm,X-ray,Unspecified
73090,X-ray exam of forearm,X-ray,Unspecified
73092,X-ray exam of arm infant,X-ray,Unspecified
73092,X-ray exam of arm infant,X-ray,Unspecified
73092,X-ray exam of arm infant,X-ray,Unspecified
73100,X-ray exam of wrist,X-ray,Unspecified
73100,X-ray exam of wrist,X-ray,Unspecified
73100,X-ray exam of wrist,X-ray,Unspecified
73110,X-ray exam of wrist,X-ray,Unspecified
73110,X-ray exam of wrist,X-ray,Unspecified
73110,X-ray exam of wrist,X-ray,Unspecified
73115,Contrast x-ray of wrist,X-ray,Unspecified
73115,Contrast x-ray of wrist,X-ray,Unspecified
73115,Contrast x-ray of wrist,X-ray,Unspecified
73120,X-ray exam of hand,X-ray,Unspecified
73120,X-ray exam of hand,X-ray,Unspecified
73120,X-ray exam of hand,X-ray,Unspecified
73130,X-ray exam of hand,X-ray,Unspecified
73130,X-ray exam of hand,X-ray,Unspecified
73130,X-ray exam of hand,X-ray,Unspecified
73140,X-ray exam of finger(s),X-ray,Unspecified
73140,X-ray exam of finger(s),X-ray,Unspecified
73140,X-ray exam of finger(s),X-ray,Unspecified
73200,Ct upper extremity w/o dye,CT,Unspecified
73200,Ct upper extremity w/o dye,CT,Unspecified
73200,Ct upper extremity w/o dye,CT,Unspecified
73201,Ct upper extremity w/dye,CT,Unspecified
73201,Ct upper extremity w/dye,CT,Unspecified
73201,Ct upper extremity w/dye,CT,Unspecified
73202,Ct uppr extremity w/o&w/dye,CT,Unspecified
73202,Ct uppr extremity w/o&w/dye,CT,Unspecified
73202,Ct uppr extremity w/o&w/dye,CT,Unspecified
73206,Ct angio upr extrm w/o&w/dye,CT,Unspecified
73206,Ct angio upr extrm w/o&w/dye,CT,Unspecified
73206,Ct angio upr extrm w/o&w/dye,CT,Unspecified
73218,Mri upper extremity w/o dye,MRI,Unspecified
73218,Mri upper extremity w/o dye,MRI,Unspecified
73218,Mri upper extremity w/o dye,MRI,Unspecified
73219,Mri upper extremity w/dye,MRI,Unspecified
73219,Mri upper extremity w/dye,MRI,Unspecified
73219,Mri upper extremity w/dye,MRI,Unspecified
73220,Mri uppr extremity w/o&w/dye,MRI,Unspecified
73220,Mri uppr extremity w/o&w/dye,MRI,Unspecified
73220,Mri uppr extremity w/o&w/dye,MRI,Unspecified
73221,Mri joint upr extrem w/o dye,MRI,Unspecified
73221,Mri joint upr extrem w/o dye,MRI,Unspecified
73221,Mri joint upr extrem w/o dye,MRI,Unspecified
73222,Mri joint upr extrem w/dye,MRI,Unspecified
73222,Mri joint upr extrem w/dye,MRI,Unspecified
73222,Mri joint upr extrem w/dye,MRI,Unspecified
73223,Mri joint upr extr w/o&w/dye,MRI,Unspecified
73223,Mri joint upr extr w/o&w/dye,MRI,Unspecified
73223,Mri joint upr extr w/o&w/dye,MRI,Unspecified
73225,Mr angio upr extr w/o&w/dye,Other,Unspecified
73225,Mr angio upr extr w/o&w/dye,Other,Unspecified
73225,Mr angio upr extr w/o&w/dye,Other,Unspecified
73501,X-ray exam hip uni 1 view,X-ray,Unspecified
73501,X-ray exam hip uni 1 view,X-ray,Unspecified
73501,X-ray exam hip uni 1 view,X-ray,Unspecified
73502,X-ray exam hip uni 2-3 views,X-ray,Unspecified
73502,X-ray exam hip uni 2-3 views,X-ray,Unspecified
73502,X-ray exam hip uni 2-3 views,X-ray,Unspecified
73503,X-ray exam hip uni 4/> views,X-ray,Unspecified
73503,X-ray exam hip uni 4/> views,X-ray,Unspecified
73503,X-ray exam hip uni 4/> views,X-ray,Unspecified
73521,X-ray exam hips bi 2 views,X-ray,Unspecified
73521,X-ray exam hips bi 2 views,X-ray,Unspecified
73521,X-ray exam hips bi 2 views,X-ray,Unspecified
73522,X-ray exam hips bi 3-4 views,X-ray,Unspecified
73522,X-ray exam hips bi 3-4 views,X-ray,Unspecified
73522,X-ray exam hips bi 3-4 views,X-ray,Unspecified
73523,X-ray exam hips bi 5/> views,X-ray,Unspecified
73523,X-ray exam hips bi 5/> views,X-ray,Unspecified
73523,X-ray exam hips bi 5/> views,X-ray,Unspecified
73525,Contrast x-ray of hip,X-ray,Unspecified
73525,Contrast x-ray of hip,X-ray,Unspecified
73525,Contrast x-ray of hip,X-ray,Unspecified
73551,X-ray exam of femur 1,X-ray,Unspecified
73551,X-ray exam of femur 1,X-ray,Unspecified
73551,X-ray exam of femur 1,X-ray,Unspecified
73552,X-ray exam of femur 2/>,X-ray,Unspecified
73552,X-ray exam of femur 2/>,X-ray,Unspecified
73552,X-ray exam of femur 2/>,X-ray,Unspecified
73560,X-ray exam of knee 1 or 2,X-ray,Unspecified
73560,X-ray exam of knee 1 or 2,X-ray,Unspecified
73560,X-ray exam of knee 1 or 2,X-ray,Unspecified
73562,X-ray exam of knee 3,X-ray,Unspecified
73562,X-ray exam of knee 3,X-ray,Unspecified
73562,X-ray exam of knee 3,X-ray,Unspecified
73564,X-ray exam knee 4 or more,X-ray,Unspecified
73564,X-ray exam knee 4 or more,X-ray,Unspecified
73564,X-ray exam knee 4 or more,X-ray,Unspecified
73565,X-ray exam of knees,X-ray,Unspecified
73565,X-ray exam of knees,X-ray,Unspecified
73565,X-ray exam of knees,X-ray,Unspecified
73580,Contrast x-ray of knee joint,X-ray,Unspecified
73580,Contrast x-ray of knee joint,X-ray,Unspecified
73580,Contrast x-ray of knee joint,X-ray,Unspecified
73590,X-ray exam of lower leg,X-ray,Unspecified
73590,X-ray exam of lower leg,X-ray,Unspecified
73590,X-ray exam of lower leg,X-ray,Unspecified
73592,X-ray exam of leg infant,X-ray,Unspecified
73592,X-ray exam of leg infant,X-ray,Unspecified
73592,X-ray exam of leg infant,X-ray,Unspecified
73600,X-ray exam of ankle,X-ray,Unspecified
73600,X-ray exam of ankle,X-ray,Unspecified
73600,X-ray exam of ankle,X-ray,Unspecified
73610,X-ray exam of ankle,X-ray,Unspecified
73610,X-ray exam of ankle,X-ray,Unspecified
73610,X-ray exam of ankle,X-ray,Unspecified
73615,Contrast x-ray of ankle,X-ray,Unspecified
73615,Contrast x-ray of ankle,X-ray,Unspecified
73615,Contrast x-ray of ankle,X-ray,Unspecified
73620,X-ray exam of foot,X-ray,Unspecified
73620,X-ray exam of foot,X-ray,Unspecified
73620,X-ray exam of foot,X-ray,Unspecified
73630,X-ray exam of foot,X-ray,Unspecified
73630,X-ray exam of foot,X-ray,Unspecified
73630,X-ray exam of foot,X-ray,Unspecified
73650,X-ray exam of heel,X-ray,Unspecified
73650,X-ray exam of heel,X-ray,Unspecified
73650,X-ray exam of heel,X-ray,Unspecified
73660,X-ray exam of toe(s),X-ray,Unspecified
73660,X-ray exam of toe(s),X-ray,Unspecified
73660,X-ray exam of toe(s),X-ray,Unspecified
73700,Ct lower extremity w/o dye,CT,Unspecified
73700,Ct lower extremity w/o dye,CT,Unspecified
73700,Ct lower extremity w/o dye,CT,Unspecified
73701,Ct lower extremity w/dye,CT,Unspecified
73701,Ct lower extremity w/dye,CT,Unspecified
73701,Ct lower extremity w/dye,CT,Unspecified
73702,Ct lwr extremity w/o&w/dye,CT,Unspecified
73702,Ct lwr extremity w/o&w/dye,CT,Unspecified
73702,Ct lwr extremity w/o&w/dye,CT,Unspecified
73706,Ct angio lwr extr w/o&w/dye,CT,Unspecified
73706,Ct angio lwr extr w/o&w/dye,CT,Unspecified
73706,Ct angio lwr extr w/o&w/dye,CT,Unspecified
73718,Mri lower extremity w/o dye,MRI,Unspecified
73718,Mri lower extremity w/o dye,MRI,Unspecified
73718,Mri lower extremity w/o dye,MRI,Unspecified
73719,Mri lower extremity w/dye,MRI,Unspecified
73719,Mri lower extremity w/dye,MRI,Unspecified
73719,Mri lower extremity w/dye,MRI,Unspecified
73720,Mri lwr extremity w/o&w/dye,MRI,Unspecified
73720,Mri lwr extremity w/o&w/dye,MRI,Unspecified
73720,Mri lwr extremity w/o&w/dye,MRI,Unspecified
73721,Mri jnt of lwr extre w/o dye,MRI,Unspecified
73721,Mri jnt of lwr extre w/o dye,MRI,Unspecified
73721,Mri jnt of lwr extre w/o dye,MRI,Unspecified
73722,Mri joint of lwr extr w/dye,MRI,Unspecified
73722,Mri joint of lwr extr w/dye,MRI,Unspecified
73722,Mri joint of lwr extr w/dye,MRI,Unspecified
73723,Mri joint lwr extr w/o&w/dye,MRI,Unspecified
73723,Mri joint lwr extr w/o&w/dye,MRI,Unspecified
73723,Mri joint lwr extr w/o&w/dye,MRI,Unspecified
73725,Mr ang lwr ext w or w/o dye,Other,Unspecified
73725,Mr ang lwr ext w or w/o dye,Other,Unspecified
73725,Mr ang lwr ext w or w/o dye,Other,Unspecified
74018,Radex abdomen 1 view,Other,Unspecified
74018,Radex abdomen 1 view,Other,Unspecified
74018,Radex abdomen 1 view,Other,Unspecified
74019,Radex abdomen 2 views,Other,Unspecified
74019,Radex abdomen 2 views,Other,Unspecified
74019,Radex abdomen 2 views,Other,Unspecified
74021,Radex abdomen 3+ views,Other,Unspecified
74021,Radex abdomen 3+ views,Other,Unspecified
74021,Radex abdomen 3+ views,Other,Unspecified
74022,Radex compl aqt abd series,Other,Unspecified
74022,Radex compl aqt abd series,Other,Unspecified
74022,Radex compl aqt abd series,Other,Unspecified
74150,Ct abdomen w/o contrast,CT,No Contrast
74150,Ct abdomen w/o contrast,CT,No Contrast
74150,Ct abdomen w/o contrast,CT,No Contrast
74160,Ct abdomen w/contrast,CT,Unspecified
74160,Ct abdomen w/contrast,CT,Unspecified
74160,Ct abdomen w/contrast,CT,Unspecified
74170,Ct abd wo cntrst flwd cntrst,CT,Unspecified
74170,Ct abd wo cntrst flwd cntrst,CT,Unspecified
74170,Ct abd wo cntrst flwd cntrst,CT,Unspecified
74174,Cta abd&plvs w/contrast,CT,Unspecified
74174,Cta abd&plvs w/contrast,CT,Unspecified
74174,Cta abd&plvs w/contrast,CT,Unspecified
74175,Cta abdomen w/contrast,CT,Unspecified
74175,Cta abdomen w/contrast,CT,Unspecified
74175,Cta abdomen w/contrast,CT,Unspecified
74176,Ct abd & pelvis w/o contrast,CT,No Contrast
74176,Ct abd & pelvis w/o contrast,CT,No Contrast
74176,Ct abd & pelvis w/o contrast,CT,No Contrast
74177,Ct abd & pelvis w/contrast,CT,Unspecified
74177,Ct abd & pelvis w/contrast,CT,Unspecified
74177,Ct abd & pelvis w/contrast,CT,Unspecified
74178,Ct abd&plv wo cntr flwd cntr,CT,Unspecified
74178,Ct abd&plv wo cntr flwd cntr,CT,Unspecified
74178,Ct abd&plv wo cntr flwd cntr,CT,Unspecified
74181,Mri abdomen w/o contrast,MRI,No Contrast
74181,Mri abdomen w/o contrast,MRI,No Contrast
74181,Mri abdomen w/o contrast,MRI,No Contrast
74182,Mri abdomen w/contrast,MRI,Unspecified
74182,Mri abdomen w/contrast,MRI,Unspecified
74182,Mri abdomen w/contrast,MRI,Unspecified
74183,Mri abd w/o cntr flwd cntr,MRI,Unspecified
74183,Mri abd w/o cntr flwd cntr,MRI,Unspecified
74183,Mri abd w/o cntr flwd cntr,MRI,Unspecified
74185,Mra abd w or w/o cntrst,Other,Unspecified
74185,Mra abd w or w/o cntrst,Other,Unspecified
74185,Mra abd w or w/o cntrst,Other,Unspecified
74190,Peritoneogram rs&i,Other,Unspecified
74190,Peritoneogram rs&i,Other,Unspecified
74190,Peritoneogram rs&i,Other,Unspecified
74210,X-ray xm phrnx&/crv esoph c+,X-ray,Unspecified
74210,X-ray xm phrnx&/crv esoph c+,X-ray,Unspecified
74210,X-ray xm phrnx&/crv esoph c+,X-ray,Unspecified
74220,X-ray xm esophagus 1cntrst,X-ray,Unspecified
74220,X-ray xm esophagus 1cntrst,X-ray,Unspecified
74220,X-ray xm esophagus 1cntrst,X-ray,Unspecified
74221,X-ray xm esophagus 2cntrst,X-ray,Unspecified
74221,X-ray xm esophagus 2cntrst,X-ray,Unspecified
74221,X-ray xm esophagus 2cntrst,X-ray,Unspecified
74230,X-ray xm swlng funcj c+,X-ray,Unspecified
74230,X-ray xm swlng funcj c+,X-ray,Unspecified
74230,X-ray xm swlng funcj c+,X-ray,Unspecified
74235,Remove esophagus obstruction,CT,Unspecified
74235,Remove esophagus obstruction,CT,Unspecified
74235,Remove esophagus obstruction,CT,Unspecified
74240,X-ray xm upr gi trc 1cntrst,X-ray,Unspecified
74240,X-ray xm upr gi trc 1cntrst,X-ray,Unspecified
74240,X-ray xm upr gi trc 1cntrst,X-ray,Unspecified
74246,X-ray xm upr gi trc 2cntrst,X-ray,Unspecified
74246,X-ray xm upr gi trc 2cntrst,X-ray,Unspecified
74246,X-ray xm upr gi trc 2cntrst,X-ray,Unspecified
74248,X-ray sm int f-thru std,X-ray,Unspecified
74248,X-ray sm int f-thru std,X-ray,Unspecified
74248,X-ray sm int f-thru std,X-ray,Unspecified
74250,X-ray xm sm int 1cntrst std,X-ray,Unspecified
74250,X-ray xm sm int 1cntrst std,X-ray,Unspecified
74250,X-ray xm sm int 1cntrst std,X-ray,Unspecified
74251,X-ray xm sm int 2cntrst std,X-ray,Unspecified
74251,X-ray xm sm int 2cntrst std,X-ray,Unspecified
74251,X-ray xm sm int 2cntrst std,X-ray,Unspecified
74261,Ct colonography dx,CT,Unspecified
74261,Ct colonography dx,CT,Unspecified
74261,Ct colonography dx,CT,Unspecified
74262,Ct colonography dx w/dye,CT,Unspecified
74262,Ct colonography dx w/dye,CT,Unspecified
74262,Ct colonography dx w/dye,CT,Unspecified
74263,Ct colonography screening,CT,Unspecified
74263,Ct colonography screening,CT,Unspecified
74263,Ct colonography screening,CT,Unspecified
74270,X-ray xm colon 1cntrst std,X-ray,Unspecified
74270,X-ray xm colon 1cntrst std,X-ray,Unspecified
74270,X-ray xm colon 1cntrst std,X-ray,Unspecified
74280,X-ray xm colon 2cntrst std,X-ray,Unspecified
74280,X-ray xm colon 2cntrst std,X-ray,Unspecified
74280,X-ray xm colon 2cntrst std,X-ray,Unspecified
74283,Ther nma rdctj intus/obstrcj,CT,Unspecified
74283,Ther nma rdctj intus/obstrcj,CT,Unspecified
74283,Ther nma rdctj intus/obstrcj,CT,Unspecified
74290,Contrast x-ray gallbladder,X-ray,Unspecified
74290,Contrast x-ray gallbladder,X-ray,Unspecified
74290,Contrast x-ray gallbladder,X-ray,Unspecified
74300,X-ray bile ducts/pancreas,X-ray,Unspecified
74300,X-ray bile ducts/pancreas,X-ray,Unspecified
74300,X-ray bile ducts/pancreas,X-ray,Unspecified
74301,X-rays at surgery add-on,X-ray,Unspecified
74301,X-rays at surgery add-on,X-ray,Unspecified
74301,X-rays at surgery add-on,X-ray,Unspecified
74328,X-ray bile duct endoscopy,X-ray,Unspecified
74328,X-ray bile duct endoscopy,X-ray,Unspecified
74328,X-ray bile duct endoscopy,X-ray,Unspecified
74329,X-ray for pancreas endoscopy,X-ray,Unspecified
74329,X-ray for pancreas endoscopy,X-ray,Unspecified
74329,X-ray for pancreas endoscopy,X-ray,Unspecified
74330,X-ray bile/panc endoscopy,X-ray,Unspecified
74330,X-ray bile/panc endoscopy,X-ray,Unspecified
74330,X-ray bile/panc endoscopy,X-ray,Unspecified
74340,X-ray guide for gi tube,X-ray,Unspecified
74340,X-ray guide for gi tube,X-ray,Unspecified
74340,X-ray guide for gi tube,X-ray,Unspecified
74355,X-ray guide intestinal tube,X-ray,Unspecified
74355,X-ray guide intestinal tube,X-ray,Unspecified
74355,X-ray guide intestinal tube,X-ray,Unspecified
74360,X-ray guide gi dilation,X-ray,Unspecified
74360,X-ray guide gi dilation,X-ray,Unspecified
74360,X-ray guide gi dilation,X-ray,Unspecified
74363,X-ray bile duct dilation,X-ray,Unspecified
74363,X-ray bile duct dilation,X-ray,Unspecified
74363,X-ray bile duct dilation,X-ray,Unspecified
74400,Urography iv +-kub tomog,Other,Unspecified
74400,Urography iv +-kub tomog,Other,Unspecified
74400,Urography iv +-kub tomog,Other,Unspecified
74410,Urography nfs drip&/bolus,Other,Unspecified
74410,Urography nfs drip&/bolus,Other,Unspecified
74410,Urography nfs drip&/bolus,Other,Unspecified
74415,Urography nfs drip&/bls w/nf,Other,Unspecified
74415,Urography nfs drip&/bls w/nf,Other,Unspecified
74415,Urography nfs drip&/bls w/nf,Other,Unspecified
74420,Urography rtrgr +-kub,Other,Unspecified
74420,Urography rtrgr +-kub,Other,Unspecified
74420,Urography rtrgr +-kub,Other,Unspecified
74425,Urography antegrade rs&i,Other,Unspecified
74425,Urography antegrade rs&i,Other,Unspecified
74425,Urography antegrade rs&i,Other,Unspecified
74430,Contrast x-ray bladder,X-ray,Unspecified
74430,Contrast x-ray bladder,X-ray,Unspecified
74430,Contrast x-ray bladder,X-ray,Unspecified
74440,X-ray male genital tract,X-ray,Unspecified
74440,X-ray male genital tract,X-ray,Unspecified
74440,X-ray male genital tract,X-ray,Unspecified
74445,X-ray exam of penis,X-ray,Unspecified
74445,X-ray exam of penis,X-ray,Unspecified
74445,X-ray exam of penis,X-ray,Unspecified
74450,X-ray urethra/bladder,X-ray,Unspecified
74450,X-ray urethra/bladder,X-ray,Unspecified
74450,X-ray urethra/bladder,X-ray,Unspecified
74455,X-ray urethra/bladder,X-ray,Unspecified
74455,X-ray urethra/bladder,X-ray,Unspecified
74455,X-ray urethra/bladder,X-ray,Unspecified
74470,X-ray exam of kidney lesion,X-ray,Unspecified
